id,mean_non_zeros,std_non_zeros,mean_zeros,std_zeros
f6d1430d93840aed7a150fdb0311e214,6.314390243902439,4.88549273485734,4.285714285714286,6.190842480005843
a42fab1f0c9efe5c8bd7d6926cf7549f,4.687157894736843,2.620268633539576,3.83,5.1440353809047625
2deb44350db6d37703f33fc1eff37320,2.5260000000000007,1.7385896583150378,15.0,28.074187432586537
e498503448d11371ede1904c30d02912,7.918181818181816,7.6505808670522395,13.03448275862069,15.059612026464485
9c1855cf0205ab369cf31834c4727d4c,5.132000000000001,1.3978812538981984,11.266666666666667,6.8358531939245815
d237ce5a711cdd63bf5bf14b344a3361,8.812800000000001,4.036304765500247,5.9818181818181815,4.8071571984467605
f6add1fd21ea2c9a61ea28650ede55c3,3.887272727272727,1.751039990072173,9.81578947368421,7.826591861481279
d9aba0f9e2078515b3a6b5f4464e3597,14.679430894308943,20.493336386774228,3.5271317829457365,3.9139534116050294
22345c1890c88f24b367c6f643d4f09f,1.870625,1.10135977744559,10.35483870967742,13.740799589582922
ce96f3e207c93e6c2ee0049bd6dc5332,4.1755172413793105,1.636602001639892,12.135135135135135,9.803921339463466
e070ad20f12faad09d5f63c1b9f7e894,12.071428571428571,3.579415735396312,7.044444444444444,6.324399156549026
1b0c00fd3092fed1721722e29fabd4cb,17.390983606557377,22.644832270094533,7.241935483870968,7.690978132916447
7c4fb899a4ef89ee0a3eec0e75b4cf72,7.828235294117648,4.061572044670443,11.38888888888889,5.736228812351746
88dceb9c0364326b558d9c014e1f8105,8.76695652173913,6.508726205963545,12.62962962962963,8.380524814062785
0494bb526aa8ddad5d546cb3ae3e9f60,11.310256410256406,9.872044442399725,3.4941176470588236,3.027806542160084
2cfc21d05e0116624b3147434ad79d1a,8.29575,12.601828416444178,10.659090909090908,8.425996520018977
337c07964c720a60279934e6163bae6c,7.360434782608695,5.922243977075544,2.2533333333333334,3.6077447556918742
8c35a5cdfc5ec2794dadac9bdbd1acef,9.881818181818183,2.351474656008701,20.055555555555557,21.274586357702894
86b467641c7e9f8256e56ddae7f038d1,9.49659090909091,7.2485819751746225,8.326530612244898,4.301816204491558
31a36afb2bf37e455d03fb66ffd95621,13.317692307692308,3.929249593352897,2.217391304347826,2.3397607038389063
2b34bffad14939ae2fc4cf34a4bbf742,8.552187499999999,6.058826585226198,7.365853658536586,6.899120119088272
55d1086ee6d730f865b0d0ca24b15514,16.855172413793102,6.910930932196026,3.2432432432432434,2.48134015016739
1c568d60fc1d72ff4b8ff4b051bcdf05,11.34236111111111,12.995730013809188,3.9125,3.099168235188274
eb545dda357f16d537e2cbafcd5e98e2,2.1492307692307686,1.3020189147773047,19.352941176470587,21.19084479472649
c11586d756287ee1399de7d18a749033,13.006499999999999,12.745701343982605,12.5,13.438129830200829
2a81f6997ef15047a19fe4b3b06df651,5.307272727272727,1.3805143370174553,23.6875,24.214455264366364
c6889d2c429c8bfc80a1afd1a128d52b,11.044210526315789,5.420096926487642,7.767441860465116,4.855288218888788
e1a9922ad360c1213eda5f8a62c7d3db,1.3633333333333333,0.3079105209129576,27.31578947368421,38.92510031975572
e3ba3fc69a308d3dddc14c1a696d0a38,24.752753623188408,20.15114452707073,1.71875,2.215960688016223
0e07b84a50bf2cbd1dff8e9fdca03e47,7.006857142857143,2.9856387413546117,3.8378378378378377,4.795907678447315
10b67ae0511bc94f0d8a72970c534fcb,39.938235294117646,32.01021927544833,4.333333333333333,4.039487630561618
bf49c3f75cc32eb224d5dcb19cb45d27,24.434520547945205,40.96944926058113,1.705128205128205,7.0767024305997035
22fd859867bc26808496a82ae77fa36b,12.330000000000004,8.134360249378354,1.2222222222222223,1.0304020550550783
824327d0265f353932815b45df1070af,9.514705882352942,6.148932109721605,10.714285714285714,6.648615016125769
56f1540d08db911ab9ebeacd9eabcd8d,5.779545454545455,2.341315631071027,8.4,9.604165762834375
9aea80fc60e35f84cfeb04d49710ccec,4.247837837837838,2.4490904380409133,11.024390243902438,9.957195718645737
994ec8a41cf55842392bb1721508a1f6,6.146969696969697,1.339895936367391,3.356164383561644,3.4457433061506704
7a5ead00143564f987ecc5752e869393,17.164897959183673,9.642653780384483,3.8153846153846156,3.295182066604364
745ceefd484f5dc4713f708f02c2480f,6.708965517241379,10.4002812776378,9.371428571428572,9.90551279205016
2cff268472acef9320403167cc03b650,5.979772727272726,3.096909374783162,7.2407407407407405,5.984347438620018
f601d4f37c46f727319222c7bd618e9a,26.832272727272724,16.48026310795547,3.75,3.960744879438715
a1b7da8cde08c9dc94c2ef1525b5610b,11.474375,13.95783530050565,2.391304347826087,3.358818767970081
d8d2530262fac200b380f8a08e2afc27,15.306666666666665,4.829177523715146,32.0,29.054807144116758
1160b141ec821e05a36b4a5073fe97f4,55.16,0.0,4.5,4.272001872658765
fdada023fa39ed101bd173436b48002f,9.121538461538462,5.072319066271283,6.133333333333334,4.876701982100426
522b188013ad2e79449d4f3282574ba3,8.817931034482758,4.50857908598198,6.324324324324325,7.952745757535753
51fe53f0571a57a3e0cac9f4547b8825,9.988181818181818,12.55753074901259,0.8421052631578947,1.2813024306322958
9962a50430b2ec83c7e34b1c9cc5b071,20.48,14.650800075666275,11.428571428571429,7.925675146674398
d06a9c1255b7b8db5cfac56f0f4e4204,16.924666666666667,17.741780394186925,2.0952380952380953,2.942379372528649
866a74a58479077801038549ef1e8411,9.035,4.266240817662045,4.133333333333334,3.4998412662417837
cef2eb7271cf483d308ce2766eae246d,2.160833333333333,1.2328588614363862,2.9285714285714284,2.7114646994431864
f3c87a5c4a8dde7131132a435bbdaf92,13.704210526315793,16.612148159765322,1.8,3.824482535803591
5cae52d608721e6a02064f5b7a21ea07,8.18,6.024395858054603,3.2857142857142856,2.938137685886162
af568513c0fbdee71951fe7123c3425b,20.122222222222224,12.061443416272805,2.066666666666667,1.8785337071473829
8fdba7fd4996f5d6a19b6bc9367b273d,12.185,1.8426679027974626,1.0,1.5374122295716148
59ac130e09cd13e35dd9091832943835,21.481428571428573,10.939846471332517,0.6470588235294118,0.7624400821656306
b43b68fcc73318b7feb40e6f9faaecb5,23.235,12.785000000000004,2.6666666666666665,1.247219128924647
